100 34.4666666666667
800 1193.46666666667
1500 4178.93333333333
2200 8984		
2900 15610.5333333333		
3600 24181.1333333333		
4300 34982.8		
5000 49021.4666666667		
5700 64747.9333333333
6400 84615.1333333333		
7100 104305.266666667		
7800 131525.266666667		
8500 154291.533333333		
9200 187051.8		
9900 213417.6		
10600 251316.533333333		
11300 280959.133333333		
12000 329192.8
12700 371335		
13400 399470.733333333		
14100 446832.6		
14800 457446		
15500 556346.8		
16200 603275.733333333		
16900 687471.4		
17600 731310
18300 780320.2		
19000 840700.866666667

